EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,P+_VX_MOMENT_km/s,P+_VY_MOMENT_km/s,P+_VZ_MOMENT_km/s,P+_WPAR_MOMENT_km/s,P+_N_MOMENT_cm^{-3},BX_nT,BY_nT,BZ_nT
2003-11-20T12:04:08.009Z,-716.212,-100.696,135.804,138.584,12.0218,6.00185,35.0204,5.90212
2003-11-20T12:07:22.313Z,-701.367,-85.2884,133.218,125.124,12.4653,4.84141,34.8442,4.99129
2003-11-20T12:08:59.466Z,-701.842,-65.2332,84.8947,155.355,11.2119,4.24049,33.8612,8.84708
2003-11-20T12:10:36.618Z,-708.192,-57.942,97.1793,157.345,13.0379,3.7289,33.4831,4.46548
2003-11-20T12:12:13.771Z,-668.411,-27.8986,99.5697,127.622,11.0284,2.41495,31.6688,10.1737
2003-11-20T12:13:50.923Z,-700.167,8.92762,118.961,155.35,11.6682,4.67973,35.9738,2.09438
2003-11-20T12:15:28.076Z,-707.044,18.2319,84.9228,95.1755,11.282,6.38395,36.966,-6.2991
2003-11-20T12:17:05.228Z,-703.51,29.0381,77.7716,110.089,9.11741,4.86981,38.7965,-3.39814
2003-11-20T12:18:42.381Z,-697.498,26.3939,57.389,86.4517,9.32919,5.25848,37.9483,-5.33582
2003-11-20T12:20:19.533Z,-705.503,7.31387,75.1508,147.169,11.5777,5.97449,36.7101,-7.11106
2003-11-20T12:21:56.686Z,-720.586,-11.4054,65.4806,77.0506,7.43736,6.61345,37.3734,5.66175
2003-11-20T12:23:33.838Z,-724.124,-10.8327,56.7887,105.797,9.99228,6.71978,36.4809,8.07277
2003-11-20T12:25:10.991Z,-736.004,-5.76879,80.7551,99999.9,10.6774,3.96271,35.6943,11.7597
2003-11-20T12:26:45.107Z,-731.671,-4.07525,83.6767,96.6902,9.28702,2.81837,34.9738,11.302
2003-11-20T12:28:19.224Z,-734.319,8.33346,61.2445,46.7803,8.03303,2.84222,34.904,6.30701
2003-11-20T12:29:53.341Z,-727.264,6.74109,88.2453,82.8171,10.1672,3.45581,36.3792,-2.05187
2003-11-20T12:31:27.457Z,-719.463,27.5913,105.629,85.2114,11.2091,4.76719,36.1301,-3.25593
2003-11-20T12:33:01.574Z,-708.602,21.436,111.075,26.6281,9.66309,5.60292,35.7786,-6.24303
2003-11-20T12:34:38.727Z,-709.264,24.1921,99.3173,140.687,10.7256,4.93578,36.3092,-7.11897
2003-11-20T12:36:15.879Z,-709.861,13.6058,94.4538,42.1696,13.9039,3.86362,36.5343,-3.59373
2003-11-20T12:37:56.068Z,-703.142,14.5433,103.965,104.726,11.5013,5.02606,36.3851,-4.11989
2003-11-20T12:39:33.221Z,-688.8,24.9657,104.642,99999.9,12.5027,6.63555,36.1265,-3.35546
2003-11-20T12:41:10.373Z,-676.558,16.2968,95.2841,60.3145,11.2934,6.48266,35.642,-6.19496
2003-11-20T12:42:47.526Z,-676.64,22.4032,77.2555,56.8502,9.64633,6.58818,36.0127,-10.1967
2003-11-20T12:44:24.679Z,-678.02,21.6711,67.6645,99999.9,10.2976,4.92567,37.3791,-6.64848
2003-11-20T12:46:01.831Z,-669.002,13.8706,66.3343,44.8205,10.6146,6.56914,37.0346,-7.20099
2003-11-20T12:47:38.984Z,-666.563,16.4838,63.1314,99999.9,10.3509,6.68692,37.8549,-6.20575
2003-11-20T12:49:16.137Z,-670.661,16.1658,58.979,45.0334,11.7201,6.01207,38.1296,-7.38429
2003-11-20T12:50:53.290Z,-670.945,14.2932,47.2556,28.5826,12.8003,4.8899,38.8357,-6.85952
2003-11-20T12:52:30.442Z,-670.613,5.75701,40.9883,50.0576,11.2443,5.18252,39.4052,-8.13324
2003-11-20T12:54:07.595Z,-671.221,20.7759,46.9758,99999.9,9.79648,3.9429,40.4282,-4.98229
2003-11-20T12:55:44.748Z,-675.31,27.8675,36.7198,118.073,9.84947,3.98351,40.5389,-7.88255
2003-11-20T12:57:21.901Z,-675.454,9.88096,38.4376,53.2408,11.9326,5.03471,40.2713,-7.14368
2003-11-20T12:58:59.054Z,-664.736,17.0479,51.7942,65.2671,10.5027,3.7132,40.352,-6.45508
2003-11-20T13:00:36.206Z,-664.698,26.7271,46.9154,99999.9,8.94865,2.96805,40.8538,-4.01713
2003-11-20T13:02:13.359Z,-656.932,29.6919,38.9892,53.8121,9.07405,2.89466,40.7264,-5.68314
2003-11-20T13:03:50.512Z,-660.726,30.1891,40.7968,31.0134,8.97195,2.78741,40.5072,-5.16588
2003-11-20T13:05:27.665Z,-671.758,35.7344,40.642,32.4347,9.50905,2.56539,40.8318,-5.09162
2003-11-20T13:07:04.818Z,-671.752,29.1283,32.6132,99999.9,9.57331,0.645326,41.9859,-3.88074
2003-11-20T13:08:41.970Z,-662.324,13.9774,27.6064,42.577,11.2098,0.337183,41.654,-3.86622
2003-11-20T13:10:19.123Z,-668.47,26.12,18.2008,37.9964,10.0189,1.56391,41.7228,-6.34706
2003-11-20T13:11:56.276Z,-648.397,18.8283,6.196,124.83,10.8408,4.18226,39.9339,-7.70327
2003-11-20T13:13:33.429Z,-647.443,17.7133,-0.519947,124.633,9.68359,5.48113,40.3908,-8.05522
2003-11-20T13:15:10.582Z,-632.521,7.05302,-17.9074,115.373,8.2545,4.43208,40.1591,-7.68231
2003-11-20T13:16:47.735Z,-636.874,28.2779,10.2631,123.204,6.83919,3.58642,40.7602,-7.14632
2003-11-20T13:20:02.041Z,-635.051,17.4887,20.3606,43.5858,7.68492,5.69906,38.2056,-7.57935
2003-11-20T13:21:39.193Z,-649.091,17.6362,11.745,62.0545,11.7067,5.37884,39.1303,-7.16193
2003-11-20T13:23:16.346Z,-672.576,8.17124,30.4671,35.2208,10.2683,4.6514,39.641,-11.0622
2003-11-20T13:26:30.652Z,-694.852,24.5139,-16.2166,38.7997,10.9813,1.95406,40.3017,-7.81737
2003-11-20T13:28:07.805Z,-680.543,23.8824,-19.111,99999.9,7.75627,1.85431,39.6013,-7.95668
2003-11-20T13:29:44.958Z,-678.397,15.9601,-24.2147,74.4005,4.44607,4.24566,39.322,-12.9132
2003-11-20T13:31:22.111Z,-671.776,-20.9835,7.80106,119.921,6.86568,5.20556,39.0982,-16.8123
2003-11-20T13:32:59.264Z,-676.529,-10.8874,-14.3857,128.011,7.10314,4.38853,40.6114,-17.2076
2003-11-20T13:34:36.417Z,-681.919,-10.1508,-15.5748,95.0706,14.1767,3.45032,41.487,-16.4813
2003-11-20T13:36:13.570Z,-657.566,-18.3511,-15.1588,99.0909,13.6427,1.34547,41.9551,-9.49942
2003-11-20T13:37:50.723Z,-664.021,-16.143,4.4358,99999.9,14.9004,1.42554,39.4159,-4.44465
2003-11-20T13:39:27.875Z,-665.79,-23.6396,6.7179,99999.9,12.6366,-0.109135,38.0216,-2.32865
2003-11-20T13:41:05.028Z,-671.367,-17.8563,3.19956,44.6656,10.5588,-1.0687,36.6345,-0.912336
2003-11-20T13:42:42.181Z,-661.954,-30.1464,0.62112,155.419,12.3167,2.22887,32.8633,2.435
2003-11-20T13:47:27.568Z,-670.918,18.8427,78.8205,92.0513,23.4573,5.818,25.4775,9.86467
2003-11-20T13:49:04.721Z,-711.775,36.4915,26.8795,123.549,26.1413,-1.18153,36.7251,5.58753
2003-11-20T13:52:15.991Z,-675.317,-28.4701,21.4578,99999.9,8.49904,1.53078,43.4022,-14.0918
2003-11-20T13:53:53.144Z,-656.694,-23.951,24.9559,122.87,7.95178,3.3065,43.3379,-15.4986
2003-11-20T13:55:30.297Z,-651.028,-30.5254,26.6737,134.76,9.12191,2.0738,42.0159,-18.128
2003-11-20T13:57:07.450Z,-656.288,-18.2545,1.29411,107.86,6.33412,2.4847,40.8208,-20.9092
2003-11-20T13:58:44.603Z,-642.455,38.1653,-3.79109,130.45,10.5092,5.22755,42.7006,-15.5925
2003-11-20T14:00:21.756Z,-648.927,35.4937,-8.05651,90.9007,11.5785,6.36806,42.8215,-15.3168
2003-11-20T14:01:58.909Z,-634.762,34.2507,-9.40782,125.856,10.9638,4.90056,42.2211,-15.3214
2003-11-20T14:03:39.098Z,-627.362,24.9622,17.4972,98.9731,9.84606,7.58604,43.1932,-13.3803
2003-11-20T14:05:16.251Z,-622.454,10.6945,25.9648,82.203,11.2191,6.68918,43.4471,-12.744
2003-11-20T14:06:53.404Z,-620.953,12.9928,30.0364,111.654,17.8643,5.57017,42.003,-12.2722
2003-11-20T14:08:30.557Z,-643.617,-6.77768,22.408,28.1394,14.9479,5.22682,40.0598,-9.22938
2003-11-20T14:10:07.710Z,-664.486,4.82941,14.6314,33.7071,12.606,5.3457,39.1766,-10.4958
2003-11-20T14:11:44.863Z,-674.285,-0.713221,14.6467,61.2867,12.792,8.34468,37.8128,-7.97409
2003-11-20T14:13:22.016Z,-674.946,1.324,25.6325,71.3931,14.5728,9.5284,37.2943,-7.91052
2003-11-20T14:14:59.169Z,-681.165,9.27215,18.2354,83.3252,14.8324,8.08777,37.1247,-8.9533
2003-11-20T14:16:36.322Z,-692.113,8.46517,18.2226,78.316,13.4443,9.59171,37.3492,-9.6047
2003-11-20T14:18:13.475Z,-689.154,1.16888,19.5828,50.0351,12.301,6.50671,38.203,-9.49026
2003-11-20T14:19:47.592Z,-668.983,1.82207,17.7483,49.3559,13.371,4.00634,39.2615,-6.6466
2003-11-20T14:21:24.745Z,-670.702,-5.31203,26.9655,9.07671,13.0211,4.77192,38.9596,-6.44036
2003-11-20T14:23:01.898Z,-669.206,20.4652,37.8221,127.264,13.4566,6.77979,38.9657,-6.05059
2003-11-20T14:24:39.051Z,-675.818,7.77778,35.8701,30.9909,13.5531,5.28962,40.2146,-2.94539
2003-11-20T14:26:16.204Z,-668.808,3.00657,30.0704,45.7013,12.6031,6.08042,40.6704,-3.81151
2003-11-20T14:27:53.357Z,-659.628,4.75266,44.0573,52.9562,12.8373,4.15721,41.6674,-2.92108
2003-11-20T14:29:30.510Z,-665.9,1.49472,44.4282,28.4091,13.4908,5.01856,43.2537,-3.97369
2003-11-20T14:31:07.663Z,-656.318,11.721,26.6538,56.6492,11.2588,9.06079,40.7618,-15.6835
2003-11-20T14:32:44.816Z,-673.807,36.6245,38.1903,91.3326,8.86307,12.0226,37.5954,-24.5158
2003-11-20T14:36:02.158Z,-637.888,20.3382,36.7504,133.911,7.34065,4.48472,43.0075,-20.502
2003-11-20T14:37:39.311Z,-642.333,12.119,49.7308,128.563,6.66393,5.09358,43.1529,-23.3523
2003-11-20T14:39:16.464Z,-626.546,-7.10676,43.4358,124.041,6.76627,6.1822,42.4464,-22.7121
2003-11-20T14:40:53.617Z,-622.128,-18.373,52.3165,128.937,7.7095,7.04028,40.8151,-23.2646
2003-11-20T14:42:30.770Z,-610.284,-17.6154,46.6596,118.834,9.94833,6.51556,41.7381,-23.1101
2003-11-20T14:44:07.923Z,-605.809,-9.76005,66.38,126.471,9.38468,6.92668,38.3992,-28.5891
2003-11-20T14:45:45.076Z,-609.457,-16.276,88.1068,125.952,10.4107,5.03578,38.294,-29.6392
2003-11-20T14:47:22.229Z,-600.411,-17.2299,67.1797,113.958,10.6243,4.54909,38.302,-31.4852
2003-11-20T14:48:59.382Z,-577.596,-7.97403,64.9366,108.258,12.0727,0.00585767,36.9886,-36.5195
2003-11-20T14:50:36.535Z,-565.013,-9.93245,62.5677,109.022,12.2834,0.697647,38.4892,-34.7233
2003-11-20T14:52:13.689Z,-618.388,31.653,-14.6538,101.44,17.1059,5.25137,40.5223,-27.3501
2003-11-20T14:53:50.842Z,-629.477,30.9804,-6.65191,69.014,16.1075,9.47862,38.5016,-23.5421
2003-11-20T14:55:27.995Z,-626.56,33.2456,-3.63804,72.2133,14.6951,8.89264,37.7567,-26.1222
2003-11-20T14:57:05.148Z,-625.773,27.7196,-11.8104,71.5344,14.8742,9.03571,37.4221,-26.8742
2003-11-20T14:58:45.337Z,-632.817,30.7579,-10.8029,75.285,16.6486,10.2713,35.1457,-27.9478
2003-11-20T15:00:22.490Z,-630.01,24.4453,-17.2013,75.6536,15.8499,9.83251,35.3999,-29.2312
2003-11-20T15:01:59.643Z,-639.161,25.9951,-15.8946,69.3245,16.6242,9.99572,36.7167,-29.3676
2003-11-20T15:03:36.796Z,-634.015,24.8778,-12.6618,73.3283,17.6264,10.6717,36.7806,-29.1317
2003-11-20T15:05:13.949Z,-631.42,22.8953,-3.78425,81.7216,17.3267,10.1611,36.6899,-29.2139
2003-11-20T15:06:51.102Z,-633.939,21.0927,-8.82847,66.536,16.4144,10.6298,35.2299,-30.9836
2003-11-20T15:08:28.255Z,-626.078,26.5926,-13.0624,53.5857,18.9892,10.4843,35.2508,-31.1594
2003-11-20T15:10:05.408Z,-630.901,27.68,-5.34386,61.1819,17.3998,11.0139,34.9225,-32.13
2003-11-20T15:11:42.561Z,-628.466,11.96,-12.7479,68.9514,17.3308,11.5457,34.859,-34.5206
2003-11-20T15:13:19.714Z,-628.899,21.4641,-11.0448,62.097,13.2498,13.5666,35.242,-34.4488
2003-11-20T15:14:56.867Z,-614.554,16.7309,-16.6845,57.795,13.6914,15.1321,34.4512,-36.6095
2003-11-20T15:16:34.021Z,-603.842,16.6569,-21.6471,60.5833,11.907,12.8729,34.4213,-37.1708
2003-11-20T15:18:11.174Z,-623.243,16.954,-20.3855,48.1538,7.30952,-1.30163,39.6594,-35.0735
2003-11-20T15:19:48.327Z,-626.515,-24.6351,8.94737,128.777,7.60946,-2.61594,39.5876,-35.5557
2003-11-20T15:21:25.480Z,-600.675,2.17384,7.2241,114.681,6.29181,-3.64676,38.5844,-35.378
2003-11-20T15:23:02.633Z,-581.023,-1.39161,5.79485,111.938,7.41768,-1.25146,37.1665,-34.5908
2003-11-20T15:24:39.786Z,-594.201,14.3796,12.4472,95.4162,6.58876,-1.52796,37.7987,-35.1535
2003-11-20T15:26:16.939Z,-599.305,22.4741,-28.5902,108.92,4.9704,-1.47643,37.6571,-35.8034
2003-11-20T15:27:54.092Z,-601.201,26.0666,-25.8263,88.5178,4.76972,-1.41451,37.1334,-36.8712
2003-11-20T15:29:31.245Z,-606.706,21.3704,-23.1444,111.187,5.4689,-1.40229,36.439,-37.0662
2003-11-20T15:31:08.398Z,-610.311,11.4719,-23.3439,120.896,5.21584,-0.346341,35.2404,-38.1481
2003-11-20T15:32:45.551Z,-620.145,10.4906,-26.2792,77.4611,6.23268,0.46264,34.3859,-39.026
2003-11-20T15:34:22.704Z,-608.227,12.5695,-30.7184,78.4698,5.14327,1.54268,33.552,-39.5187
2003-11-20T15:37:37.011Z,-606.29,7.54971,-26.7421,57.2291,8.70029,0.851498,33.3571,-39.5635
2003-11-20T15:39:14.164Z,-643.004,36.2189,-13.3584,88.7842,5.92985,1.10228,32.5516,-39.4825
2003-11-20T15:40:51.317Z,-623.172,17.2536,-31.592,104.336,5.62474,3.42364,31.4695,-40.674
2003-11-20T15:42:28.470Z,-626.655,17.8317,-21.5968,102.41,6.42507,1.54739,33.9104,-39.4771
2003-11-20T15:44:05.623Z,-644.717,22.3552,-2.30114,61.8507,6.83274,0.842814,33.7153,-38.9149
2003-11-20T15:45:42.776Z,-629.394,7.1319,-38.9964,97.1866,5.89417,3.83292,29.3126,-41.3002
2003-11-20T15:47:19.929Z,-622.543,19.5327,-33.4774,95.0262,6.18729,5.04479,27.3935,-42.0871
2003-11-20T15:48:57.082Z,-631.631,38.2388,-22.6843,72.0377,6.99747,4.97914,27.9847,-41.7715
2003-11-20T15:50:34.235Z,-630.784,32.2897,-22.8363,90.523,6.6152,4.18947,30.1964,-40.3476
2003-11-20T15:52:11.388Z,-622.419,35.7424,-20.3012,90.5518,6.2145,3.8212,30.2502,-40.6542
2003-11-20T15:53:48.542Z,-625.214,37.1661,-17.2003,104.088,6.12522,3.65727,29.7265,-41.6484
2003-11-20T15:55:25.695Z,-627.144,33.9081,-20.1193,101.571,5.64377,4.02808,29.9962,-41.915
2003-11-20T15:57:02.848Z,-628.308,26.6798,-20.8781,100.264,6.13071,3.8673,29.6686,-43.2567
2003-11-20T15:58:40.001Z,-621.743,32.6523,-19.5231,97.0896,5.74261,3.497,28.636,-43.1758
2003-11-20T16:00:17.154Z,-617.833,32.6908,-23.2311,98.7106,6.04979,3.25121,27.6145,-43.6274
2003-11-20T16:01:54.307Z,-616.978,28.7338,-28.0233,101.638,6.04151,2.44618,27.9383,-43.5534
2003-11-20T16:03:31.460Z,-617.416,31.1104,-22.3481,112.537,5.77185,2.23111,27.5554,-43.8809
2003-11-20T16:05:08.613Z,-619.686,24.7836,-29.0919,71.9526,6.58745,3.36133,28.109,-43.0674
2003-11-20T16:06:42.730Z,-626.295,35.2429,-21.4274,102.499,5.77016,2.52262,27.9612,-42.9745
2003-11-20T16:08:19.883Z,-623.961,36.5183,-23.2019,103.251,5.44888,2.85487,28.3762,-42.423
2003-11-20T16:09:57.037Z,-630.8,29.9386,-27.8264,91.486,5.80055,2.43781,28.2591,-42.5089
2003-11-20T16:11:34.190Z,-620.641,30.6876,-30.0918,47.0339,6.78631,2.14842,28.5422,-42.2649
2003-11-20T16:13:11.343Z,-624.581,31.81,-24.1507,103.806,7.2291,1.74241,29.5454,-42.7067
2003-11-20T16:14:48.496Z,-625.193,28.2002,-32.3339,78.9583,7.71612,2.71636,29.5531,-43.2502
2003-11-20T16:16:25.649Z,-621.127,18.9955,-33.0164,110.126,7.17662,3.532,28.3184,-44.1645
2003-11-20T16:18:02.802Z,-618.302,8.36376,-37.7025,105.759,7.22069,2.34869,29.526,-44.1541
2003-11-20T16:19:39.955Z,-620.669,7.18977,-40.2243,99.3877,7.66057,2.20274,29.6596,-44.8082
2003-11-20T16:21:17.108Z,-618.961,-1.90534,-45.8377,101.61,8.28093,2.60522,30.1825,-46.5377
2003-11-20T16:22:54.261Z,-628.324,-9.3629,-50.3748,99.1117,8.43274,2.58589,31.0877,-46.8886
2003-11-20T16:24:31.415Z,-596.43,6.76369,-36.2093,101.483,6.93201,0.422965,30.2602,-47.4069
2003-11-20T16:26:08.568Z,-612.025,12.2004,-34.8565,113.803,6.74085,0.22615,29.5161,-47.6514
2003-11-20T16:27:45.721Z,-604.856,16.813,-30.2885,117.498,6.58207,-0.0936911,28.4078,-46.9351
2003-11-20T16:29:22.874Z,-612.722,17.4029,-31.4561,112.548,6.34652,0.129911,27.4541,-45.9741
2003-11-20T16:31:00.027Z,-622.953,22.7325,-29.7041,105.422,8.00076,1.00738,27.2071,-45.2843
2003-11-20T16:32:37.180Z,-611.278,45.44,-18.1556,75.1262,5.82453,1.41568,25.7552,-44.5358
2003-11-20T16:34:14.333Z,-612.601,41.5901,-19.8705,89.3119,5.40634,1.7019,25.5714,-44.0458
2003-11-20T16:35:51.486Z,-621.843,26.4503,-17.628,99999.9,6.14798,0.19927,18.8498,-47.6862
2003-11-20T16:37:28.640Z,-616.248,50.7093,-13.8207,99.3479,5.18531,0.552636,22.3994,-46.3031
2003-11-20T16:39:05.793Z,-631.864,42.3402,-18.1114,86.8723,5.74391,0.159733,22.6053,-45.6334
2003-11-20T16:40:42.946Z,-634.797,30.0782,-26.952,63.0865,6.00989,0.771144,24.2842,-44.5654
2003-11-20T16:42:20.099Z,-617.974,44.3984,-18.209,92.1632,5.80047,-1.00125,24.0217,-44.5593
2003-11-20T16:43:57.252Z,-612.221,45.4808,-18.5709,79.8909,5.97246,-1.06682,24.3427,-43.9129
2003-11-20T16:45:34.405Z,-612.348,38.7423,-10.1872,97.7774,5.38408,-2.02194,22.2186,-44.3466
2003-11-20T16:47:11.558Z,-612.088,44.179,-8.78441,81.5785,6.23597,-2.55677,21.3955,-44.3743
2003-11-20T16:48:48.711Z,-622.02,38.2642,-15.7766,83.1936,6.50142,-3.74724,19.7135,-46.0773
2003-11-20T16:50:25.865Z,-631.173,39.9552,-10.1584,100.455,5.10693,-3.43316,21.4433,-46.8252
2003-11-20T16:52:03.018Z,-628.9,32.5124,-15.5378,89.3714,5.35358,-5.18539,20.6031,-47.5147
2003-11-20T16:53:40.171Z,-625.265,25.9951,-21.1086,92.4815,5.99223,-4.59769,21.4859,-47.2219
2003-11-20T16:55:17.324Z,-619.109,30.0265,-12.8617,81.4316,6.07113,-5.59942,19.8759,-46.8916
2003-11-20T16:56:54.477Z,-605.392,32.2288,-7.50464,97.4846,7.34513,-4.77798,20.9004,-46.101
2003-11-20T16:58:31.630Z,-622.356,11.5414,-17.0226,86.3105,7.62949,-6.44579,20.8425,-46.6928
2003-11-20T17:00:08.783Z,-605.992,19.8121,-15.7665,77.1033,6.77987,-5.52879,20.3676,-45.7279
2003-11-20T17:01:45.936Z,-599.448,24.2229,-24.027,80.2549,8.2139,-4.91248,20.6965,-45.1709
2003-11-20T17:03:23.090Z,-591.956,26.7297,-22.0496,92.2275,8.18111,-4.99766,22.0894,-46.4118
2003-11-20T17:05:00.243Z,-594.718,22.8964,-19.6724,93.121,8.96949,-5.31028,23.29,-46.7428
2003-11-20T17:06:37.396Z,-594.038,20.4112,-19.8128,89.2747,9.58145,-5.85692,22.3986,-46.38
2003-11-20T17:09:51.702Z,-621.607,76.6225,1.51863,106.859,13.4304,-6.52276,19.8914,-38.1315
2003-11-20T17:11:28.855Z,-640.554,61.6656,16.4833,78.6478,9.94858,-7.00121,17.4976,-36.5687
2003-11-20T17:13:06.008Z,-659.26,56.9143,19.1431,5.48302,13.2902,-6.17432,14.4153,-36.7328
2003-11-20T17:14:43.162Z,-630.413,14.7132,9.59708,58.5623,23.5878,-7.01776,12.9098,-34.1324
2003-11-20T17:16:20.315Z,-635.228,19.2725,14.1427,84.6586,25.7636,-7.5278,12.4459,-37.6175
2003-11-20T17:17:57.468Z,-626.522,28.8471,13.5941,78.1677,26.6069,-5.23674,11.53,-38.3421
2003-11-20T17:19:34.621Z,-624.727,27.7027,7.6868,71.7331,24.7835,-5.23229,10.621,-37.5795
2003-11-20T17:21:11.774Z,-617.29,30.9818,12.7238,84.8939,20.7422,-6.08973,11.8132,-37.699
2003-11-20T17:22:48.927Z,-628.991,48.9706,16.1721,82.6086,27.9639,-5.56782,12.7677,-38.4302
2003-11-20T17:24:26.080Z,-618.363,68.1062,16.8764,95.2185,22.7074,-5.12371,14.4443,-38.541
2003-11-20T17:26:03.234Z,-619.608,44.8126,15.9194,94.9696,21.451,-5.91624,15.4869,-38.0412
2003-11-20T17:27:40.387Z,-611.18,48.8511,15.627,78.1132,24.928,-5.47219,14.0414,-38.5946
2003-11-20T17:29:17.540Z,-606.054,48.1434,10.8912,73.4602,25.1707,-5.32452,11.9163,-40.321
2003-11-20T17:30:54.693Z,-610.902,46.8045,12.3653,81.6268,25.2354,-6.78109,14.2689,-41.3118
2003-11-20T17:32:31.846Z,-614.644,44.626,13.0013,70.434,21.652,-7.24552,12.8164,-42.0184
2003-11-20T17:34:09.999Z,-603.157,31.207,6.47984,79.6414,25.9129,-4.37585,12.7467,-42.5155
2003-11-20T17:35:46.152Z,-603.287,35.1537,1.25208,87.6144,30.1624,-2.78113,13.1036,-43.0484
2003-11-20T17:37:23.306Z,-600.279,36.7788,-5.39335,66.1811,32.266,-2.77979,11.9965,-42.6594
2003-11-20T17:39:00.459Z,-601.364,34.6665,-1.81076,63.3073,31.245,-1.31088,11.2038,-43.2405
2003-11-20T17:40:37.612Z,-600.488,50.1878,-2.94793,104.713,29.3259,-2.35492,10.1223,-43.9687
2003-11-20T17:42:14.765Z,-607.44,32.2879,-13.5401,73.4006,34.2772,-4.05135,7.78846,-43.2427
2003-11-20T17:43:51.918Z,-605.264,35.8116,-13.8013,87.4406,36.7326,-3.0616,8.72211,-44.0604
2003-11-20T17:45:29.071Z,-603.53,20.2893,-4.86656,78.4922,39.8913,-0.714403,9.2012,-42.814
2003-11-20T17:47:06.224Z,-599.647,27.6102,-4.36309,60.7534,35.4503,-1.28213,7.11675,-42.164
2003-11-20T17:48:43.377Z,-601.093,27.3522,-6.98232,80.6575,39.7805,-1.44896,5.84623,-39.7271
2003-11-20T17:50:20.531Z,-597.569,41.7525,6.72935,47.9058,45.8687,-0.24349,9.17785,-37.355
2003-11-20T17:51:57.684Z,-613.614,6.16499,6.13485,79.7607,61.8382,-3.3989,-1.78226,-37.8564
2003-11-20T17:53:34.837Z,-611.735,24.4206,1.03834,76.2799,54.7967,-4.5608,1.45864,-39.434
2003-11-20T17:55:11.990Z,-609.34,22.3849,1.26147,80.4734,50.1172,-4.61128,-0.0867491,-40.3486
2003-11-20T17:56:49.143Z,-603.813,43.5859,8.29976,88.6455,39.06,-4.7054,1.63261,-40.5662
2003-11-20T17:58:26.296Z,-612.479,18.5748,6.33955,97.0249,50.5329,-1.53396,4.22089,-39.2136
2003-11-20T18:00:03.450Z,-618.435,11.6784,1.29617,82.5682,49.9562,-2.83114,4.7963,-38.8694
2003-11-20T18:01:40.603Z,-623.083,11.5969,1.97177,104.422,45.7109,-1.98721,0.600891,-39.5327
2003-11-20T18:03:17.756Z,-625.391,9.73088,4.87726,91.6106,49.2223,-1.46153,-1.44462,-39.3607
2003-11-20T18:04:54.909Z,-623.404,11.8876,5.977,89.6567,43.4768,-1.54755,-1.36626,-39.5523
2003-11-20T18:06:32.062Z,-629.633,18.1947,2.68031,81.4768,39.0462,-1.19001,-6.62493,-38.8645
2003-11-20T18:08:09.215Z,-629.705,31.864,-5.33015,74.8789,40.8075,-2.58055,-5.30561,-39.3603
