EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,P+_VX_MOMENT_km/s,P+_VY_MOMENT_km/s,P+_VZ_MOMENT_km/s,P+_WPAR_MOMENT_km/s,P+_N_MOMENT_cm^{-3},BX_nT,BY_nT,BZ_nT
2003-11-20T18:09:46.368Z,-628.226,16.8301,5.69659,94.0569,43.4223,-3.40911,1.52783,-39.3351
2003-11-20T18:11:23.522Z,-626.327,12.832,2.01917,73.6375,46.3931,-3.21184,-0.237618,-38.7288
2003-11-20T18:13:00.675Z,-625.796,16.6227,4.95796,75.1435,45.9102,-2.59589,-0.472576,-37.0662
2003-11-20T18:14:37.828Z,-626.416,10.6196,10.2615,82.4723,44.6931,-3.28042,1.05748,-35.9398
2003-11-20T18:16:11.945Z,-629.374,10.3168,13.6559,189.441,40.7103,-0.51264,-0.881602,-36.4759
2003-11-20T18:17:49.098Z,-627.925,4.27617,7.81268,113.974,43.8295,-0.958982,0.354509,-37.4972
2003-11-20T18:19:26.251Z,-627.919,10.4673,-0.0347445,90.9176,38.0502,-1.25631,-0.38614,-37.7585
2003-11-20T18:21:03.404Z,-630.976,11.8135,11.2969,99.5361,45.9968,-1.77025,0.0119469,-39.3622
2003-11-20T18:22:40.558Z,-631.752,6.58774,13.0945,63.5964,45.368,-1.55508,0.12911,-39.9642
2003-11-20T18:24:17.711Z,-626.869,1.09037,8.48186,64.7566,38.0323,0.551051,1.66919,-38.3185
2003-11-20T18:25:54.864Z,-629.239,-4.45431,4.81412,105.519,34.3021,1.10983,1.90072,-37.5232
2003-11-20T18:27:32.017Z,-623.325,-3.36897,7.43399,66.562,32.0818,0.579883,1.22617,-36.6408
2003-11-20T18:29:09.170Z,-623.045,9.56456,7.17933,99999.9,34.0604,0.254535,0.27063,-36.2432
2003-11-20T18:30:46.323Z,-624.305,4.41211,7.06079,69.8037,36.7856,-0.144986,1.81981,-35.7705
2003-11-20T18:32:23.476Z,-625.708,0.790358,6.17592,58.4847,43.8693,-0.873969,-0.234412,-34.325
2003-11-20T18:34:00.630Z,-631.132,-10.1778,11.3083,71.8325,49.9299,-2.52084,1.88555,-34.7194
2003-11-20T18:35:37.783Z,-628.705,-10.817,8.51898,105.575,53.7133,-0.430186,2.46212,-35.7943
2003-11-20T18:37:14.936Z,-631.301,-10.638,13.4196,110.544,45.9951,-2.63397,-0.551639,-34.7146
2003-11-20T18:38:52.089Z,-631.604,-14.4122,13.8078,97.0537,50.6125,-3.21149,-2.13054,-34.4824
2003-11-20T18:40:29.242Z,-626.569,-13.6968,15.1775,86.5085,40.9486,-3.76984,-1.77798,-35.4002
2003-11-20T18:42:06.395Z,-603.134,3.53021,11.3149,77.5621,36.7242,-3.03256,0.268501,-37.4526
2003-11-20T18:43:43.549Z,-603.594,9.03851,13.6093,72.8325,32.0045,-4.08791,-0.306065,-37.4954
2003-11-20T18:45:20.702Z,-596.305,24.907,11.9715,69.7454,34.4687,-7.85206,-3.19579,-36.8603
2003-11-20T18:46:57.855Z,-587.066,12.4827,14.8774,79.8325,35.5552,-7.98305,-2.87274,-37.5989
2003-11-20T18:48:35.008Z,-588.19,12.5366,14.543,78.1954,36.6995,-9.22901,-4.08145,-37.7329
2003-11-20T18:50:12.161Z,-585.376,13.2337,13.7498,78.5608,36.8785,-9.28864,-4.22915,-37.415
2003-11-20T18:51:49.314Z,-581.344,13.2067,8.84609,77.8844,36.1184,-9.60514,-6.02274,-37.1368
2003-11-20T18:53:26.467Z,-583.896,17.5608,10.2563,80.0655,35.4723,-8.02969,-7.22406,-37.8341
2003-11-20T18:55:03.621Z,-588.958,11.0987,6.07944,88.4149,29.8858,-7.08717,-8.22272,-38.1124
2003-11-20T18:56:40.774Z,-590.619,4.98649,3.61264,83.3332,28.9114,-7.21827,-8.36544,-37.733
2003-11-20T18:58:17.927Z,-582.922,1.4185,5.14785,81.1926,29.1043,-8.05801,-8.57836,-35.613
2003-11-20T18:59:55.080Z,-576.332,8.9588,7.86215,70.7382,34.9856,-6.57879,-7.85892,-34.1963
2003-11-20T19:01:32.233Z,-573.099,18.0109,8.07994,88.228,35.5377,-5.22909,-9.05559,-33.8369
2003-11-20T19:03:09.386Z,-576.492,16.0103,8.27681,82.6881,35.9291,-4.28834,-8.09108,-34.4105
2003-11-20T19:04:46.539Z,-581.323,22.7812,4.43473,81.2789,42.6492,-2.76307,-3.65956,-36.0805
2003-11-20T19:06:23.693Z,-590.028,7.90282,4.40768,74.1236,53.2879,-3.42324,-11.4119,-31.6615
2003-11-20T19:08:00.846Z,-591.594,2.89929,16.5545,85.9839,42.1094,-3.99194,-12.5563,-31.732
2003-11-20T19:09:37.999Z,-595.637,-5.27064,19.9956,103.413,40.6341,-4.30656,-10.607,-31.0428
2003-11-20T19:11:15.152Z,-592.104,-8.93901,12.4443,78.0835,47.0805,-3.0902,-7.76233,-30.3531
2003-11-20T19:12:52.305Z,-595.768,-18.2711,2.01381,78.078,57.7824,-0.230986,-3.16658,-29.4099
2003-11-20T19:14:29.458Z,-593.509,-8.8541,0.807256,145.203,60.0408,-1.25484,-5.2683,-29.7035
2003-11-20T19:16:06.612Z,-597.423,-2.65257,-0.701561,92.284,64.2627,-3.538,-9.24339,-28.5154
2003-11-20T19:17:43.765Z,-593.42,-5.73852,3.69176,86.289,67.4187,-4.38264,-8.39682,-26.8493
2003-11-20T19:19:20.918Z,-591.316,-13.4646,8.88115,97.1002,68.0788,-1.52082,-5.11445,-27.1519
2003-11-20T19:20:58.071Z,-596.893,-17.9571,2.01303,95.8984,59.5001,5.57046,-0.945677,-29.387
2003-11-20T19:22:35.224Z,-596.519,-17.5644,-4.40459,85.2386,45.6944,8.07724,0.627084,-29.3186
2003-11-20T19:24:12.377Z,-592.823,-10.2373,3.93544,87.6831,66.5774,-5.88256,-9.11673,-24.2045
2003-11-20T19:25:49.531Z,-590.627,-5.85454,2.17933,120.603,63.3166,-7.64485,-11.6776,-23.6362
2003-11-20T19:27:26.684Z,-590.698,-3.03167,13.547,92.5079,63.1876,-8.13657,-10.0548,-24.8148
2003-11-20T19:29:03.837Z,-598.163,-18.8481,-0.0563771,99999.9,78.7735,1.61656,-6.05761,-26.9484
2003-11-20T19:30:40.990Z,-603.002,-23.1218,3.29594,86.4016,62.1922,-2.37189,-6.86626,-26.873
2003-11-20T19:32:18.143Z,-597.144,-19.2853,5.488,97.9226,68.0918,-3.30149,-7.24506,-26.5144
2003-11-20T19:33:55.296Z,-595.392,-5.43965,9.06876,107.921,73.9383,-2.91124,-8.70321,-26.3092
2003-11-20T19:35:32.449Z,-586.357,-10.5043,5.21038,84.9151,62.5804,-5.43587,-9.98274,-24.0742
2003-11-20T19:37:09.603Z,-583.533,-11.7051,6.49173,83.2237,68.5824,-7.16055,-10.8757,-21.6974
2003-11-20T19:38:46.756Z,-583.626,-15.1904,3.11603,83.3208,68.6506,-4.22814,-5.39455,-28.6766
2003-11-20T19:40:23.909Z,-585.029,-3.77754,8.97262,89.9866,54.1561,-4.38659,-8.37872,-29.9237
2003-11-20T19:42:01.062Z,-588.026,-10.6168,10.0512,88.7287,54.1738,-5.89288,-8.21939,-28.0825
2003-11-20T19:43:38.215Z,-585.921,-4.91415,11.5245,99.9011,47.8613,-6.76335,-9.88256,-28.1921
2003-11-20T19:48:29.675Z,-575.149,0.75887,-8.08436,87.1591,53.9657,-3.6936,-8.12804,-28.572
2003-11-20T19:50:06.828Z,-573.322,9.68596,13.8562,95.4189,50.8937,-5.69021,-9.12249,-27.5896
2003-11-20T19:51:43.981Z,-571.213,2.56251,14.6182,85.5951,53.9391,-6.09469,-9.79951,-27.2147
2003-11-20T19:53:21.134Z,-572.392,5.68138,17.1319,76.9269,49.1827,-6.26369,-10.8808,-27.1997
2003-11-20T19:54:58.287Z,-567.033,4.2508,14.7047,73.1745,51.304,-6.72431,-11.5142,-26.7438
2003-11-20T19:56:35.441Z,-568.027,4.14391,14.4273,74.4814,54.3764,-6.57494,-11.9894,-26.2167
2003-11-20T19:58:12.594Z,-566.379,2.67367,11.2581,74.3181,54.9068,-6.84196,-11.7645,-25.8434
2003-11-20T19:59:49.747Z,-564.906,3.84378,15.3272,76.717,56.8823,-7.4363,-11.8316,-25.3522
2003-11-20T20:01:26.900Z,-561.018,5.76497,16.6478,76.7525,52.1107,-7.89861,-11.3227,-25.5095
2003-11-20T20:03:04.053Z,-558.531,3.96882,20.672,80.526,57.2242,-7.98723,-10.7101,-25.8178
2003-11-20T20:04:41.206Z,-556.049,2.97806,19.1747,81.9463,51.9702,-8.08466,-10.8245,-25.3452
2003-11-20T20:06:18.360Z,-553.828,11.3805,16.6314,81.513,52.3854,-7.86469,-11.3552,-24.5377
2003-11-20T20:07:55.513Z,-555.324,7.06512,17.7023,73.1406,50.7203,-8.12227,-10.6457,-24.1989
2003-11-20T20:09:32.666Z,-551.058,2.31143,19.942,73.1741,48.2692,-7.49983,-10.1419,-23.3352
2003-11-20T20:11:09.819Z,-554.415,3.72173,18.3974,79.6492,47.4882,-7.80934,-10.285,-23.9875
2003-11-20T20:12:46.972Z,-556.069,1.32309,19.982,75.5529,47.6622,-8.44476,-11.0219,-23.313
2003-11-20T20:14:24.125Z,-552.048,2.76216,13.596,83.7913,44.0648,-9.38944,-11.1006,-22.9419
2003-11-20T20:16:01.279Z,-550.921,2.75002,6.53923,77.958,46.2114,-11.0399,-11.4754,-21.4153
2003-11-20T20:17:38.432Z,-553.359,3.33077,8.92763,85.7405,46.0381,-11.3713,-11.4921,-20.7633
2003-11-20T20:19:15.585Z,-554.158,3.7588,9.64904,81.6695,45.5839,-12.3883,-12.3401,-19.98
2003-11-20T20:20:52.738Z,-551.304,4.60193,9.93463,72.1721,41.0464,-7.26036,-11.8097,-22.9163
2003-11-20T20:22:29.891Z,-544.364,15.7488,19.2678,83.7097,40.348,-8.07429,-11.143,-21.8825
2003-11-20T20:24:07.044Z,-542.497,3.06075,12.0013,79.3275,38.3554,-7.90895,-11.2387,-21.5961
2003-11-20T20:25:44.198Z,-536.99,6.99922,10.3584,75.6896,33.8754,-8.64943,-11.6082,-21.1052
2003-11-20T20:27:21.351Z,-530.102,1.72526,8.78746,80.4051,39.4116,-10.4777,-11.7373,-16.9846
2003-11-20T20:28:58.504Z,-537.694,-1.11148,10.963,77.983,34.2401,-10.2173,-12.947,-17.3296
2003-11-20T20:30:32.621Z,-536.804,-3.4773,12.1326,82.5916,33.4763,-9.01156,-12.9587,-18.0109
2003-11-20T20:32:09.774Z,-533.926,4.20922,14.893,80.0949,33.4504,-11.1955,-13.9607,-17.405
2003-11-20T20:33:46.927Z,-535.303,-9.21308,14.865,80.1306,33.5176,-11.4491,-13.2466,-18.1889
2003-11-20T20:35:24.080Z,-532.505,-1.41201,18.3783,81.3773,36.8251,-10.1351,-13.5869,-19.5216
2003-11-20T20:37:01.234Z,-534.36,-8.95266,18.5003,89.9901,37.7469,-7.32368,-13.1884,-21.8452
2003-11-20T20:38:38.387Z,-531.556,-0.523309,24.4017,96.8547,35.2703,-8.64501,-13.6885,-21.0205
2003-11-20T20:40:15.540Z,-530.869,-9.18195,19.6883,91.9419,35.6881,-9.60003,-14.2775,-18.4156
2003-11-20T20:41:52.693Z,-528.775,-6.70394,6.43371,70.7214,46.7252,-7.71557,-13.025,-20.2475
2003-11-20T20:43:29.846Z,-531.924,-12.9185,16.0619,81.4535,42.8041,-8.19213,-12.909,-17.2418
2003-11-20T20:45:07.000Z,-526.42,-18.4122,5.23862,71.7305,53.6211,-8.59,-10.7956,-16.1643
2003-11-20T20:46:44.153Z,-525.183,-24.3224,10.6395,79.6295,45.9878,-8.386,-10.1554,-15.0924
2003-11-20T20:48:21.306Z,-525.984,-23.1554,6.29168,73.1107,54.0826,-8.80627,-9.84584,-14.3775
2003-11-20T20:49:58.459Z,-524.699,-23.9875,3.90511,78.1636,50.8967,-10.0764,-10.4229,-12.9916
2003-11-20T20:51:35.612Z,-526.193,-25.4957,2.80514,76.1544,51.0591,-9.87826,-10.089,-13.4771
2003-11-20T20:53:12.765Z,-524.068,-26.445,-1.48388,72.6556,50.7478,-12.2402,-9.43741,-15.5038
2003-11-20T20:54:49.919Z,-522.57,-21.4361,0.304989,84.2355,42.6053,-11.5252,-9.32421,-15.0127
2003-11-20T20:56:27.072Z,-521.569,-25.4717,-0.806052,75.3902,41.2065,-12.1793,-10.5215,-12.1715
2003-11-20T20:58:04.225Z,-522.808,-26.4822,-0.731538,75.6756,42.7736,-11.6669,-10.5591,-12.424
2003-11-20T20:59:41.378Z,-525.841,-21.9393,-0.103633,82.2608,39.8574,-11.2991,-12.4372,-10.5848
2003-11-20T21:01:18.531Z,-533.754,-20.478,-5.55609,76.8583,42.4338,-10.4241,-12.8245,-12.5783
2003-11-20T21:02:55.684Z,-539.021,-20.6206,-0.386993,77.9553,38.2218,-10.0043,-12.3768,-15.6523
2003-11-20T21:04:32.838Z,-545.286,-14.3849,0.484632,81.142,37.7719,-9.44743,-13.5352,-15.1616
2003-11-20T21:06:09.991Z,-549.665,-14.7263,-1.41397,79.5567,38.2861,-8.57273,-13.4537,-16.4704
2003-11-20T21:07:47.144Z,-551.992,-11.7164,-5.16337,81.5808,38.3379,-8.228,-13.1868,-16.4367
2003-11-20T21:09:24.297Z,-552.567,-10.1097,-8.08984,79.2965,37.9899,-8.38442,-12.9521,-16.2101
2003-11-20T21:11:01.450Z,-553.359,-5.93956,-9.25951,87.4189,43.3706,-8.52217,-13.2951,-13.7981
2003-11-20T21:12:38.604Z,-551.041,-5.85723,-14.5852,74.8937,46.9545,-7.89812,-11.8861,-16.5345
2003-11-20T21:14:15.757Z,-551.691,-7.24656,-13.6542,73.5208,42.3883,-7.93917,-11.7485,-16.7001
2003-11-20T21:15:52.910Z,-549.989,-4.88166,-13.2084,68.1106,43.0387,-7.77162,-11.1854,-17.174
2003-11-20T21:17:30.063Z,-548.877,-3.41484,-12.1331,76.6196,43.6378,-6.87123,-11.0984,-17.3854
2003-11-20T21:19:07.216Z,-543.255,-4.39788,-11.3506,77.1718,49.8809,-6.55626,-11.2278,-16.4992
2003-11-20T21:20:44.369Z,-545.96,-4.62271,-14.7861,68.2289,44.1396,-5.87163,-12.7754,-15.3407
2003-11-20T21:22:21.523Z,-548.679,-3.64425,-14.7974,80.6212,36.8919,-7.39321,-12.6034,-17.4723
2003-11-20T21:23:58.676Z,-549.51,-0.733202,-13.1967,82.3666,39.5137,-7.66457,-11.8679,-16.8984
2003-11-20T21:25:35.829Z,-554.263,-6.11158,-12.0987,82.6444,42.131,-7.08783,-11.6131,-17.8792
2003-11-20T21:27:12.982Z,-557.588,2.70212,-12.158,90.6404,41.3276,-7.17851,-11.2964,-18.7692
2003-11-20T21:28:50.135Z,-556.749,-2.80914,-12.9207,83.3294,41.0937,-7.94957,-10.7986,-18.3308
2003-11-20T21:30:27.289Z,-555.261,-1.99748,-9.29159,71.5299,37.6992,-8.08812,-11.4304,-17.4628
2003-11-20T21:32:04.442Z,-553.772,-6.21632,-6.1183,76.4865,45.6861,-7.62242,-10.7428,-16.7568
2003-11-20T21:33:41.595Z,-556.378,-2.85374,-4.78404,85.748,50.2841,-6.95767,-9.03021,-18.5855
2003-11-20T21:35:18.748Z,-554.922,-4.01495,-6.50893,81.4643,42.6859,-7.15936,-9.36929,-18.3424
2003-11-20T21:36:55.901Z,-552.946,-3.499,-2.22235,84.9965,40.8948,-7.12443,-9.58224,-17.7133
2003-11-20T21:38:33.054Z,-552.821,-3.66695,-0.924622,82.147,37.9952,-6.8271,-9.33592,-18.1173
2003-11-20T21:40:10.208Z,-555.67,-5.14188,-4.50234,82.8979,39.1836,-6.62862,-9.72,-17.2594
2003-11-20T21:41:47.361Z,-552.702,-4.655,-7.68807,74.1785,39.3877,-7.41285,-10.3313,-16.0319
2003-11-20T21:43:24.514Z,-549.738,4.24063,-11.997,86.9335,40.3403,-7.43782,-10.8836,-15.6015
2003-11-20T21:45:01.667Z,-547.599,-1.17465,-11.0019,83.7074,38.392,-7.04086,-10.5053,-16.1227
2003-11-20T21:46:38.820Z,-546.883,-0.168023,-11.7224,80.1362,38.7199,-7.1073,-10.7006,-15.3926
2003-11-20T21:48:15.974Z,-548.186,2.75072,-13.103,89.8804,34.6689,-7.19236,-11.3893,-15.2374
2003-11-20T21:49:53.127Z,-551.654,-1.55984,-11.381,85.8202,37.7592,-6.86662,-10.234,-17.2415
2003-11-20T21:51:30.280Z,-556.404,-1.03582,-9.88469,87.5222,38.8049,-6.05837,-10.0664,-18.3565
2003-11-20T21:53:07.433Z,-560.9,-4.5832,-7.78481,86.4957,30.5491,-6.38539,-12.3222,-17.4261
2003-11-20T21:54:44.586Z,-565.106,0.123012,-4.60708,92.6971,29.8213,-6.84685,-11.6541,-18.3575
2003-11-20T21:56:21.739Z,-565.38,1.60375,-8.74619,83.5061,30.0366,-4.72269,-12.509,-18.5102
2003-11-20T21:57:58.893Z,-559.172,-4.05287,-11.2659,75.419,29.6536,-5.18643,-11.169,-18.0003
2003-11-20T21:59:36.046Z,-560.064,5.76752,-12.7235,94.6751,33.7102,-5.55777,-11.0819,-18.4404
2003-11-20T22:01:13.199Z,-563.582,2.81449,-13.2131,78.6322,33.4182,-5.81947,-11.3224,-18.6571
2003-11-20T22:02:50.352Z,-557.928,4.89009,-19.3451,80.9522,37.4653,-3.98145,-9.00567,-19.4644
2003-11-20T22:04:27.505Z,-552.607,7.4162,-18.8916,84.7152,34.4441,-4.6487,-9.00357,-18.576
2003-11-20T22:06:04.659Z,-553.594,14.2597,-15.0117,62.101,32.1266,-4.42065,-8.93336,-19.4121
2003-11-20T22:07:41.812Z,-554.255,6.90406,-10.0435,79.0024,32.708,-3.13053,-8.1648,-20.5726
2003-11-20T22:09:18.965Z,-548.8,9.73906,-18.9201,79.4085,32.5578,-4.59686,-9.57572,-19.2409
2003-11-20T22:10:56.118Z,-546.094,7.77839,-19.539,80.1433,34.5087,-6.42844,-10.7537,-18.0133
2003-11-20T22:12:33.271Z,-556.139,10.0837,-23.3508,76.7325,28.219,-5.51127,-12.4105,-19.9648
2003-11-20T22:14:10.424Z,-562.399,4.19887,-17.3421,80.4328,31.2933,-4.88309,-12.6896,-19.2086
2003-11-20T22:15:47.578Z,-558.691,16.2685,-24.4224,97.3254,29.2164,-4.57576,-12.3786,-19.8672
2003-11-20T22:17:24.731Z,-559.92,9.77087,-17.9562,83.3134,27.4646,-4.34054,-12.0968,-19.7794
2003-11-20T22:19:01.884Z,-556.543,7.43335,-19.4703,77.2877,26.9019,-4.65411,-11.6813,-18.9656
2003-11-20T22:20:39.037Z,-560.422,0.750628,-28.3267,70.7095,36.5789,-4.67525,-11.4293,-15.9807
2003-11-20T22:22:16.190Z,-554.467,9.75292,-23.1747,73.9384,45.7006,-4.73428,-11.0709,-15.4464
2003-11-20T22:23:53.343Z,-551.112,7.3531,-21.6664,63.451,37.32,-5.45528,-12.1697,-14.8658
2003-11-20T22:25:30.497Z,-549.742,3.71447,-27.81,75.2497,32.799,-5.76461,-12.2259,-14.875
2003-11-20T22:27:04.614Z,-550.408,0.646189,-26.5628,72.4326,31.678,-5.42026,-12.1807,-15.1739
2003-11-20T22:28:41.767Z,-547.17,0.105605,-25.0662,78.4121,30.2673,-6.29,-12.1227,-14.9588
2003-11-20T22:30:18.920Z,-545.953,0.899688,-24.7047,72.975,31.4997,-6.56069,-12.4846,-14.7031
2003-11-20T22:31:56.073Z,-543.465,10.1477,-28.947,84.496,32.2616,-7.0502,-12.7543,-15.3306
2003-11-20T22:33:33.227Z,-545.942,2.52067,-21.9275,81.3694,31.3135,-5.43249,-12.2764,-17.1722
2003-11-20T22:35:10.380Z,-545.273,1.98804,-19.1323,68.3016,29.9447,-5.42109,-12.7085,-17.3359
2003-11-20T22:36:47.533Z,-550.321,2.97519,-17.5537,69.2067,28.2634,-6.63655,-12.8854,-16.8343
2003-11-20T22:38:24.686Z,-548.534,-1.11533,-21.0466,81.4109,28.4118,-7.91986,-13.8397,-15.637
2003-11-20T22:40:01.839Z,-541.554,-3.08791,-20.2332,65.599,36.3614,-6.73335,-11.8457,-16.2715
2003-11-20T22:41:38.992Z,-546.464,5.48246,-4.03405,73.6215,31.0383,-6.82563,-10.909,-17.8495
2003-11-20T22:43:16.146Z,-543.403,11.8069,-13.3955,78.5105,30.3673,-6.3612,-7.4217,-20.9816
2003-11-20T22:44:53.299Z,-543.32,10.8215,-10.6486,75.4001,28.6884,-6.22157,-7.86416,-21.0893
2003-11-20T22:46:30.452Z,-541.459,7.4465,-11.8315,73.8236,28.764,-6.5797,-8.61541,-20.0433
2003-11-20T22:48:07.605Z,-534.013,13.2663,-13.7246,74.5762,27.4557,-6.93513,-8.98366,-19.0849
2003-11-20T22:49:44.758Z,-536.274,7.39743,-12.2883,69.7306,28.3523,-6.95299,-9.61624,-18.6353
2003-11-20T22:51:21.912Z,-538.453,10.5777,-13.7702,74.4062,24.1467,-6.74963,-10.9877,-17.2478
2003-11-20T22:52:59.065Z,-540.784,9.29603,-1.86133,73.406,22.583,-6.77759,-10.8973,-17.7216
2003-11-20T22:54:36.218Z,-541.167,8.59015,-5.15326,73.8176,22.2874,-5.35042,-10.4059,-17.5309
2003-11-20T22:56:13.371Z,-544.848,1.93804,3.78255,73.6757,20.3502,-4.1484,-9.4751,-17.7872
2003-11-20T22:57:50.524Z,-561.443,-10.668,20.2123,88.4838,19.21,-2.37138,-6.95474,-20.4667
2003-11-20T22:59:27.678Z,-552.269,-36.87,30.1495,86.0444,15.8609,-5.36502,-3.81012,-21.3446
2003-11-20T23:01:04.831Z,-532.826,-39.4384,27.7904,82.7664,16.833,-6.72857,-2.32805,-20.4434
2003-11-20T23:02:41.984Z,-505.397,-41.2759,24.3052,80.5156,13.5507,-9.10811,-4.57478,-17.3762
2003-11-20T23:04:19.137Z,-505.51,-11.3593,-0.975542,75.0085,20.6997,-9.47917,-7.58931,-15.7349
2003-11-20T23:05:56.290Z,-507.416,3.64213,-10.9255,69.868,21.3185,-9.98684,-11.6983,-11.6847
2003-11-20T23:07:33.444Z,-507.073,-6.23232,10.648,85.0431,17.0883,-9.99347,-11.7286,-14.4233
2003-11-20T23:09:10.597Z,-520.185,-14.9596,21.0383,79.1326,12.7567,-9.06414,-11.0007,-14.058
2003-11-20T23:10:47.750Z,-526.865,13.307,6.76169,71.8699,15.634,-7.33738,-13.9173,-12.2394
2003-11-20T23:12:24.903Z,-526.808,7.94653,1.05579,65.119,15.7199,-6.48986,-13.1847,-13.2176
2003-11-20T23:14:02.056Z,-531.318,8.66098,2.15366,78.3216,17.5335,-5.70378,-13.1106,-14.583
2003-11-20T23:15:39.209Z,-532.275,-4.14786,5.01031,68.0227,16.6899,-5.165,-13.279,-15.6389
2003-11-20T23:17:16.363Z,-526.954,-9.86242,5.39132,70.845,15.6428,-6.14994,-12.4159,-15.5294
2003-11-20T23:18:53.516Z,-527.128,2.75979,1.76138,73.3244,17.016,-5.78782,-13.6472,-13.914
2003-11-20T23:20:30.669Z,-525.025,2.20645,2.27455,79.8664,16.2159,-6.99874,-13.6993,-13.4337
2003-11-20T23:22:07.822Z,-532.931,-2.47119,-3.05499,65.2327,16.2079,-5.10412,-13.7326,-13.8398
2003-11-20T23:23:44.975Z,-527.95,-6.18087,0.288383,68.2456,14.6932,-5.93561,-13.0255,-13.7549
2003-11-20T23:25:22.129Z,-529.448,-7.82183,2.17445,70.4425,13.9892,-5.89262,-13.0406,-13.3249
2003-11-20T23:26:59.282Z,-526.121,-5.67232,-1.79053,64.2961,14.7591,-6.15526,-12.8916,-12.5754
2003-11-20T23:28:36.435Z,-520.172,-1.84065,-1.62864,69.7978,15.2685,-6.49691,-13.2348,-11.312
2003-11-20T23:30:13.588Z,-523.901,-1.58627,-2.13211,64.1859,16.3989,-6.49849,-13.649,-11.4751
2003-11-20T23:31:50.741Z,-520.861,-2.83261,-4.49476,65.1241,15.9677,-6.5341,-13.6798,-12.3505
2003-11-20T23:33:27.894Z,-524.567,1.369,-8.56665,71.3409,14.9136,-6.70811,-14.7229,-11.5209
2003-11-20T23:35:05.048Z,-520.76,-2.5234,-5.50305,68.3107,14.9002,-6.06014,-14.6647,-12.5892
2003-11-20T23:36:42.201Z,-520.159,2.30416,-0.395552,81.9235,14.8855,-6.66503,-14.9547,-12.4792
2003-11-20T23:38:19.354Z,-516.315,-3.92436,-3.22722,67.5682,13.0047,-7.43499,-14.6019,-12.9818
2003-11-20T23:39:56.507Z,-523.059,-2.18556,-2.74998,76.143,11.3785,-7.05767,-15.4156,-12.0941
2003-11-20T23:41:33.660Z,-533.753,10.5382,-13.3682,63.6431,12.8902,-5.13264,-17.0333,-10.8407
2003-11-20T23:43:10.814Z,-531.503,6.49645,-14.0518,59.9752,12.7767,-5.66242,-16.6417,-10.6991
2003-11-20T23:44:47.967Z,-524.238,5.64197,-9.72769,69.3482,13.0671,-5.81032,-16.5087,-10.5687
2003-11-20T23:46:25.120Z,-536.891,13.5998,-13.9037,62.655,13.522,-3.71619,-16.8366,-10.4653
2003-11-20T23:48:02.273Z,-574.362,16.7422,-9.33461,39.3185,11.7768,-0.663176,-17.4077,-10.0487
2003-11-20T23:49:39.426Z,-550.853,13.8411,-11.2206,53.9594,14.5595,-2.45241,-15.7263,-10.9914
2003-11-20T23:51:16.580Z,-538.598,4.18577,-4.2124,45.6254,14.0529,-2.60935,-15.2076,-11.4019
2003-11-20T23:56:08.039Z,-541.429,8.44821,-6.35503,55.4226,15.6602,-2.58392,-15.1826,-11.3451
2003-11-20T23:57:45.192Z,-543.663,8.41431,-8.3446,65.1575,14.2996,-2.50239,-15.27,-11.1606
2003-11-20T23:59:22.346Z,-544.103,5.82109,-6.88709,66.6537,16.3392,-2.15071,-15.1484,-11.0206
